saleprice,catprice,sale_num,nbhd,quad,usecode,eyb,num_units,landarea,livingarea,rooms,bedrm,bathrm,hf_bathrm,kitchens,fireplaces,lot_type,heater,AC,style,struct_type,grade,condtn,extwall,intwall,roofing
279000,3,1,2,3,11,1963,1,2154,1404,6,3,2,1,1,0,2,8,3,4,5,2,5,7,4,9
355000,4,1,42,2,11,1956,1,1445,1123,7,3,1,1,1,0,1,6,3,4,4,1,1,7,4,1
699000,8,1,39,3,11,1968,1,1081,1593,10,3,2,1,1,1,1,8,3,4,4,9,5,7,5,1
525000,6,1,36,2,11,1956,1,1905,1280,8,4,1,1,1,0,1,8,2,4,4,9,1,7,4,9
440000,5,1,40,2,11,1956,4,999,1004,6,3,1,0,4,0,1,6,3,4,5,2,1,7,4,1
265000,3,3,22,3,13,1963,1,1276,1024,8,3,1,1,1,0,1,6,3,4,6,1,1,7,5,1
420000,5,1,39,1,11,1960,1,1317,1083,3,2,2,0,1,0,2,6,2,4,5,2,5,7,4,1
600000,7,1,46,4,11,1983,1,1395,1640,8,3,2,1,1,0,1,13,3,4,5,1,5,7,4,1
181000,2,2,16,3,13,1957,1,2420,1376,6,3,2,0,1,0,1,6,2,4,6,2,1,7,4,3
785000,8,1,1,2,12,1956,1,4558,1974,6,2,2,1,1,1,1,8,3,2,7,9,1,7,4,3
650000,7,1,9,3,11,1963,1,835,1014,5,2,2,0,1,0,1,9,3,4,5,2,5,23,4,12
636000,7,1,39,3,11,1966,1,1526,1320,6,3,3,0,1,0,1,8,3,4,5,1,5,7,4,9
1183000,10,2,1,2,12,1971,1,7000,2263,8,3,3,0,1,1,1,13,3,4,7,12,5,23,4,3
849000,9,1,9,3,24,1968,2,1152,1876,8,3,3,0,2,1,2,13,3,4,5,9,5,7,12,9
330000,4,1,39,1,12,1963,1,873,906,7,2,1,0,1,0,2,9,3,4,7,2,1,4,5,3
140000,2,1,18,1,11,1942,1,1760,832,4,2,1,0,1,0,1,8,2,4,4,2,1,7,4,1
210000,2,2,18,1,13,1953,1,2000,1202,6,3,2,0,1,0,2,6,3,4,6,2,1,7,4,1
280000,3,1,18,1,12,1963,1,6733,1726,8,3,3,1,1,0,1,6,3,4,7,2,5,22,5,3
820000,8,1,39,1,24,1968,2,1715,1712,9,4,3,1,2,2,1,6,3,4,4,9,5,7,4,9
250895,3,1,43,3,11,2009,1,1726,1360,8,3,2,1,1,0,1,13,3,4,5,1,5,22,1,3
400000,5,1,39,3,11,1956,1,1500,1560,5,3,2,0,1,0,1,8,2,4,5,1,1,7,4,9
315000,4,1,33,3,11,2011,1,1548,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
315000,4,1,33,3,11,2011,1,1548,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
315000,4,1,33,3,11,2011,1,1548,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
315000,4,1,33,3,11,2011,1,1548,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
315000,4,1,33,3,11,2011,1,1548,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
885260,9,1,11,2,12,1959,1,4490,2033,9,4,2,0,1,2,1,13,3,5,7,9,5,7,4,13
830000,9,1,1,2,12,1968,1,5100,1872,8,3,2,0,1,2,1,6,3,2,7,9,1,7,4,13
850000,9,1,50,2,12,1970,1,2420,1452,6,3,3,1,1,1,2,6,3,4,7,12,1,7,4,3
315000,4,1,33,3,11,2011,1,1561,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
639900,7,1,31,2,11,1968,1,2412,1528,7,4,3,1,1,0,1,13,3,4,5,9,5,7,4,1
345000,4,3,22,3,13,1967,1,2281,1024,6,3,2,1,1,0,1,13,3,4,6,2,5,7,4,1
725000,8,1,17,2,12,1959,1,6058,2513,10,5,2,2,1,2,1,8,2,5,7,9,1,7,4,13
599850,7,1,35,1,12,1971,1,4378,1976,6,3,3,1,1,1,1,6,3,4,7,1,5,7,4,3
299000,4,1,42,2,11,1942,1,1088,1152,6,3,2,0,1,0,1,6,3,4,2,2,1,7,4,9
3350000,10,1,25,2,13,1995,1,2310,3772,12,6,3,2,1,6,2,13,3,7,6,4,7,7,4,9
833550,9,4,15,2,11,1979,2,2928,1840,6,3,2,1,2,0,1,13,3,4,5,1,5,7,4,9
315000,4,1,33,3,11,2011,1,1581,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
400000,5,1,39,3,11,1953,1,3400,1476,7,3,1,1,1,0,1,6,3,4,5,2,1,7,4,9
154500,2,1,16,3,13,1953,1,4486,1104,6,3,1,1,1,0,1,6,2,4,6,2,1,7,4,13
693040,8,1,7,1,11,2014,1,972,1398,6,3,3,1,1,0,2,6,3,7,5,9,7,4,5,1
390000,5,1,56,1,12,1966,1,4770,1608,8,3,2,0,1,1,1,6,3,4,7,1,5,20,1,3
345000,4,3,43,3,13,1966,1,2388,1412,6,3,2,0,1,0,1,8,3,4,6,1,5,7,5,1
685000,7,1,11,2,12,1955,1,4917,1927,7,4,2,0,1,1,1,6,3,5,7,9,1,7,4,13
360000,4,4,56,1,12,1956,1,5005,1075,5,3,1,0,1,0,1,8,2,2,7,1,1,23,12,3
525000,6,1,19,2,11,1968,1,1500,1576,6,4,1,1,1,0,2,8,3,4,5,9,5,7,5,1
210000,2,3,16,3,12,1953,1,2130,1795,7,3,1,0,1,0,1,8,2,4,7,2,1,23,4,9
499000,6,4,7,1,12,1956,1,3743,1027,6,3,1,1,1,1,1,6,2,2,7,1,1,7,4,13
669000,7,1,1,2,12,1965,1,4950,1746,7,3,2,0,1,1,1,6,3,4,7,12,1,4,5,13
641000,7,1,42,2,11,1977,1,2565,1384,6,3,3,1,1,0,1,6,3,4,5,2,7,7,4,9
529500,6,1,39,1,24,1968,2,986,1134,10,4,2,1,2,1,1,6,3,4,5,9,1,7,4,9
1053000,9,1,9,3,24,1968,2,866,2370,1,4,3,1,2,0,2,8,3,7,5,9,5,5,12,10
4980000,10,3,13,2,12,1997,1,6750,5418,14,5,4,1,1,4,1,3,3,5,7,4,3,23,4,3
315000,4,1,33,3,11,2011,1,1606,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
1280000,10,4,39,1,11,1977,1,1681,2623,8,4,3,1,1,0,1,6,3,5,5,2,7,7,4,10
1251000,10,4,11,2,12,1956,1,6500,2583,7,3,2,1,1,1,1,8,2,5,7,9,5,20,4,3
350000,4,1,39,1,13,1953,1,2319,770,5,2,1,0,1,0,2,9,3,4,6,2,1,20,4,8
265000,3,1,32,1,11,1964,1,1456,832,6,2,1,1,1,0,1,6,3,4,5,2,5,7,4,1
315000,4,1,33,3,11,2011,1,1615,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
627500,7,1,39,1,11,1966,1,1380,1230,6,3,1,1,1,1,1,6,3,4,5,1,7,7,5,1
315000,4,1,33,3,11,2011,1,1617,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
1350000,10,2,21,2,12,1974,1,11379,3802,13,6,3,1,1,1,1,8,3,5,7,3,1,7,4,13
1720000,10,1,25,2,11,1991,1,1404,2520,8,5,3,1,1,3,1,13,3,7,5,11,5,7,4,9
535000,6,1,42,2,13,1963,1,2320,1832,9,3,3,1,1,0,2,6,3,4,6,2,5,7,4,9
315000,4,1,33,3,11,2011,1,1621,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
588000,7,1,39,1,13,1968,1,1372,1248,6,3,2,0,1,0,1,6,3,4,6,9,5,7,4,9
469000,6,1,39,1,24,1956,2,1238,1080,8,4,2,1,2,1,1,6,3,4,5,1,1,7,4,9
455000,6,1,39,3,11,1963,1,1139,980,7,2,2,0,1,0,1,8,2,4,4,2,5,7,4,1
272000,3,1,7,1,11,1949,1,2570,1092,9,4,1,1,1,0,1,8,2,4,5,2,1,7,4,9
299000,4,1,42,2,11,1942,1,2511,1656,7,3,2,0,1,1,1,8,2,4,5,2,1,22,4,9
839900,9,4,42,2,11,1977,1,1212,1896,8,4,2,0,1,0,1,6,3,4,4,2,7,7,4,9
1050000,9,1,11,2,12,1966,1,5629,2742,7,4,3,0,1,2,1,13,3,4,7,9,5,7,4,13
388000,5,1,35,1,12,1966,1,5003,1502,5,4,3,1,1,1,1,13,2,4,7,1,1,7,4,13
555000,6,1,19,2,11,1966,1,1260,1748,7,4,4,1,2,1,1,6,3,4,5,1,1,7,5,1
525000,6,1,39,1,11,1966,1,1128,946,6,2,2,0,1,0,1,6,3,4,5,1,5,7,4,1
665000,7,1,39,1,24,1968,2,1475,1456,6,3,3,1,2,0,2,6,3,4,5,9,5,7,5,1
1925000,10,1,25,2,24,1987,2,2100,2565,8,4,4,1,2,1,1,13,3,5,4,4,5,7,4,9
264900,3,1,43,3,11,2009,1,3129,1360,6,4,3,0,1,0,1,13,3,4,4,1,5,22,1,3
346500,4,1,31,2,11,1959,1,1016,1494,6,3,1,0,1,0,1,8,2,4,5,1,1,7,4,10
1150000,10,1,25,2,11,1981,1,2001,1988,8,4,3,1,1,2,2,13,3,4,4,3,1,7,4,1
206000,2,1,16,3,11,1990,1,1188,1116,8,3,1,1,1,0,2,6,3,4,5,2,5,3,5,3
515000,6,3,43,3,12,2016,1,4809,2324,12,4,3,1,1,0,1,13,3,4,7,9,5,4,5,3
775000,8,1,39,1,24,1968,2,1081,1288,7,3,3,0,2,3,1,6,3,4,5,9,5,7,4,9
255000,3,1,22,3,13,1967,1,2982,1020,7,3,2,0,1,0,1,13,3,4,6,2,5,7,4,1
540000,6,1,39,3,11,1977,1,1202,768,4,2,1,0,1,1,1,8,3,4,5,2,5,7,4,10
358000,4,1,42,2,13,1963,1,3500,1512,7,3,2,1,1,0,1,6,3,4,6,2,1,20,12,3
250000,3,1,2,3,23,1953,4,6301,2964,16,4,4,0,4,0,1,6,3,4,2,2,1,7,4,1
673000,7,2,15,2,24,1956,2,1244,1427,9,4,3,1,2,1,1,13,3,4,5,1,5,7,4,1
965000,9,1,24,2,12,1959,1,3820,1948,7,3,3,1,1,1,1,8,3,4,7,9,1,6,4,13
675000,7,1,7,1,12,1959,1,7500,2107,10,6,4,0,1,1,1,8,2,5,7,9,5,20,4,3
626000,7,1,39,3,24,1966,2,2031,1680,6,3,2,1,1,0,1,8,3,4,5,1,5,7,4,9
787000,8,1,1,2,13,1968,1,4000,1540,7,3,2,1,1,1,2,13,3,4,6,9,5,6,5,3
900000,9,2,13,2,12,1964,1,4778,1344,6,2,2,2,1,1,1,6,2,4,7,12,1,4,4,3
437000,5,1,15,2,11,1963,1,1636,1280,6,4,3,1,1,0,1,8,3,4,5,2,1,7,4,9
350000,4,2,47,1,12,1956,1,3462,1305,6,3,2,1,1,1,1,13,3,4,7,2,1,7,1,1
350000,4,1,39,3,11,1946,1,1560,1280,6,3,1,0,1,0,1,8,2,4,5,1,1,7,4,1
691251,8,1,7,1,11,2014,0,776,1398,6,3,3,1,1,0,2,6,3,7,5,9,7,4,5,1
424000,5,1,39,1,13,1966,1,1121,1292,6,3,1,1,1,1,1,13,3,4,6,1,1,7,4,1
980000,9,1,15,2,24,1968,2,2220,2532,11,6,3,1,2,2,1,6,3,7,4,9,7,7,4,9
620000,7,1,39,3,24,1959,2,1355,2160,8,3,3,1,2,2,2,6,3,7,4,1,1,7,4,1
325500,4,1,39,3,11,1960,1,834,1090,8,3,1,0,1,0,1,8,3,4,5,2,1,7,1,9
286010,3,1,42,2,11,1953,1,1833,1524,8,4,1,0,1,0,1,8,2,4,5,2,1,7,4,9
366000,4,1,39,3,11,1953,1,1376,1232,6,3,1,1,1,1,1,8,2,4,5,2,1,7,4,9
525000,6,1,9,3,24,1953,2,1531,1200,4,3,2,0,2,2,2,13,3,4,7,2,1,7,4,9
1250000,10,1,24,2,24,1983,2,2400,2328,8,4,3,0,2,1,1,8,3,7,5,12,5,7,4,9
475000,6,1,6,2,12,1956,1,3600,1158,5,4,2,0,1,1,1,8,2,3,7,1,5,7,4,3
685000,7,3,39,3,11,1963,1,1202,1008,6,2,2,0,1,0,1,6,3,4,5,2,5,7,4,10
405000,5,1,42,2,11,1960,1,2560,1554,7,4,3,1,1,0,1,8,2,4,4,1,1,7,4,9
570500,7,1,39,3,11,1966,1,1580,1680,8,3,1,1,1,0,1,6,3,4,5,1,5,7,4,9
177000,2,2,33,3,11,1953,1,2226,1008,6,3,2,0,1,0,1,6,2,4,5,2,1,7,4,3
2173125,10,1,50,2,12,1982,1,9094,4241,11,6,5,1,1,2,1,6,3,5,7,11,5,16,5,13
1625000,10,1,50,2,12,1977,1,6000,2809,9,5,3,2,1,3,1,13,3,5,7,3,5,7,4,13
491000,6,2,39,1,11,1966,1,1619,1024,6,3,1,0,1,0,1,6,2,4,5,1,5,7,4,1
475000,6,1,49,2,11,1959,1,3238,2036,8,4,3,1,1,1,1,8,2,4,5,9,1,7,4,9
1145000,10,1,17,2,12,1971,1,8384,3310,9,5,3,1,1,2,2,13,3,5,7,12,5,7,4,13
290000,3,1,56,1,23,1963,4,6250,2880,12,4,4,0,4,0,2,8,2,4,2,2,1,7,5,1
585000,7,1,37,2,12,1956,1,2964,1250,5,2,1,0,1,0,1,6,3,4,7,1,1,7,4,3
1070000,9,2,11,2,12,1971,1,6000,1378,8,3,3,1,1,1,1,13,3,4,7,12,5,23,4,3
848000,9,1,11,2,11,1966,1,2215,1855,7,3,3,1,2,1,1,13,3,4,5,9,5,4,4,9
834000,9,1,39,1,11,1985,1,1625,1486,8,4,4,1,1,0,1,6,3,4,5,9,5,7,4,1
1100000,10,3,36,2,24,1969,2,1782,2329,10,6,3,1,2,1,1,13,3,7,5,3,1,7,12,1
625000,7,1,35,1,12,1966,1,8720,2122,7,3,3,1,1,2,2,13,3,4,7,1,5,7,4,13
1070000,9,1,40,2,24,1959,4,1612,2811,12,8,4,0,4,0,1,8,3,7,4,9,5,7,4,1
3200000,10,1,34,2,12,1979,1,20479,4808,10,5,4,1,2,4,1,8,3,6,7,5,4,7,4,13
889000,9,1,11,2,12,1962,1,7500,2067,7,3,2,0,1,1,2,13,3,4,7,12,5,5,4,13
402000,5,1,56,1,12,1966,1,5160,1087,6,3,2,0,1,1,1,8,2,2,7,1,5,15,4,3
1075000,9,1,41,2,12,1962,1,2500,2073,9,4,4,0,1,2,1,13,3,4,7,12,5,7,12,13
345000,4,1,56,1,13,1966,1,3132,1223,6,3,2,0,1,0,2,6,3,4,6,1,5,22,4,3
664500,7,1,20,2,11,1966,1,681,984,4,2,1,0,1,1,2,13,3,4,5,1,5,7,4,1
789000,8,1,39,3,11,1968,1,1312,1712,6,3,2,1,1,2,1,8,3,4,5,9,5,7,4,1
410000,5,1,6,2,12,1956,1,2856,1670,9,5,2,1,1,1,1,8,2,5,7,1,1,7,4,13
440000,5,1,31,2,11,1963,1,840,1120,5,2,1,1,1,0,1,6,3,4,5,2,5,7,4,1
205000,2,1,33,3,12,1963,1,4000,1584,8,3,2,1,1,0,1,6,3,4,7,2,1,4,12,1
1200000,10,1,54,2,12,1971,1,6250,2066,9,4,2,1,1,2,1,6,3,4,7,12,5,23,4,3
725000,8,1,48,2,12,1971,1,5950,1964,8,4,3,0,1,2,1,13,3,4,7,12,5,7,4,13
1500000,10,1,25,2,24,1977,4,1094,1920,8,4,4,0,4,0,2,13,3,4,2,3,7,7,4,9
575000,7,1,48,2,12,1968,1,3072,1523,6,4,2,0,1,2,1,8,2,5,7,9,5,6,4,13
340000,4,1,52,1,23,1963,4,2432,2368,16,4,4,0,4,0,1,8,2,4,2,2,5,7,4,1
186000,2,1,18,1,11,1964,1,2633,1056,6,3,1,1,1,0,1,6,3,4,4,2,1,7,4,1
1500000,10,1,9,1,24,1987,2,1245,2916,10,4,4,1,2,2,1,6,3,10,5,3,5,7,4,1
979000,9,1,15,2,24,1985,2,2417,3160,11,5,3,1,2,3,1,9,3,7,5,9,5,7,12,9
206300,2,1,18,1,13,1965,1,2300,810,5,2,1,1,1,0,1,6,3,4,6,2,5,4,4,3
745000,8,1,48,2,12,1977,1,10811,2326,9,3,2,1,1,1,1,6,3,1,7,9,5,7,4,3
605000,7,1,9,3,11,1953,1,2122,1212,7,3,1,2,1,3,2,6,3,4,6,2,1,23,4,9
625000,7,1,6,2,12,1966,1,3400,1848,10,4,4,0,1,1,2,13,3,4,7,1,5,7,4,13
412000,5,1,28,3,12,1976,1,5773,2345,8,4,3,1,1,0,1,13,3,17,7,1,5,4,4,3
699000,8,1,27,2,12,1966,1,11701,1637,6,3,2,1,1,2,2,14,3,1,7,1,1,7,4,3
853825,9,4,39,3,11,1968,1,739,1224,6,3,2,0,1,0,1,8,3,4,5,9,5,7,12,9
1425000,10,1,8,2,11,2000,1,1826,2088,8,4,3,1,1,2,2,6,3,4,5,12,7,3,5,3
292000,4,4,43,3,11,1966,1,1728,1476,8,5,2,1,1,0,1,8,2,4,5,1,1,7,12,9
180000,2,1,16,4,13,1973,1,3750,1512,6,3,1,1,1,0,1,13,3,4,6,2,1,7,4,9
360000,4,3,7,1,11,1961,1,4018,1122,6,3,1,1,1,0,1,13,3,4,4,1,1,7,1,9
380000,5,4,56,1,12,1953,1,6375,1232,6,3,1,1,1,1,2,8,2,4,7,2,1,7,4,3
195000,2,1,52,1,23,1953,2,2757,2362,6,2,2,0,2,0,1,6,2,4,2,2,1,7,4,1
314200,4,1,7,1,11,1959,1,2208,1520,8,3,1,1,1,0,1,8,2,4,5,1,1,7,4,1
1300000,10,1,29,2,24,1969,4,2775,4080,10,6,5,0,4,0,1,8,3,7,2,3,1,7,4,9
599000,7,1,15,2,11,1983,1,1328,1184,6,3,3,0,1,1,1,8,3,4,5,1,5,7,12,1
1685000,10,1,11,2,12,1977,1,5875,3278,10,5,3,2,1,2,1,13,3,5,7,3,7,20,4,13
440000,5,1,31,2,24,1963,2,996,1230,6,2,2,0,2,0,1,6,3,4,5,2,5,7,5,1
285000,3,1,7,1,11,1962,1,2839,1187,7,3,1,1,1,0,1,13,3,4,4,1,1,7,1,1
640000,7,1,9,3,11,1963,1,895,1064,5,2,1,1,1,1,2,6,3,4,5,2,5,7,4,9
1377500,10,1,11,2,12,1977,1,8190,2874,12,5,4,1,1,1,1,13,3,5,7,3,5,20,4,2
893000,9,1,31,2,11,1968,1,1360,2008,9,6,4,1,2,0,1,6,3,7,5,9,7,7,12,1
355000,4,1,19,1,11,1966,1,1386,1192,6,3,2,1,1,1,1,8,2,4,5,1,1,7,4,1
893000,9,1,1,2,12,1962,1,4355,1607,8,4,1,1,1,2,2,13,3,4,7,12,5,7,4,13
670000,7,1,39,1,11,1968,1,1120,1254,6,2,3,1,1,1,1,13,3,4,5,9,5,7,4,9
1162500,10,1,11,2,12,1982,1,5430,2614,8,4,2,1,1,2,1,13,3,4,7,11,5,20,4,3
350000,4,1,40,2,11,1963,1,943,820,5,2,1,0,1,0,2,6,2,4,5,2,1,7,4,1
365000,4,1,7,1,23,1953,4,3500,3500,16,4,4,0,4,0,1,8,2,4,2,2,1,7,4,1
840000,9,4,26,2,11,1959,1,2240,1152,6,3,1,1,1,0,1,8,2,4,5,9,1,7,4,9
415000,5,1,39,1,11,1966,1,1600,1344,5,3,2,0,1,0,1,6,3,4,5,1,1,7,5,1
730000,8,1,14,2,12,1975,1,5906,1844,7,4,3,0,1,1,1,6,3,1,7,1,5,7,4,3
747000,8,1,39,1,11,1985,1,1411,1906,10,3,2,1,1,1,1,13,3,4,5,9,5,7,4,10
415000,5,1,39,3,11,1956,1,1124,1320,4,2,1,1,1,1,1,13,3,4,5,1,1,7,4,9
2210000,10,2,29,2,11,1977,1,3000,4734,11,6,4,1,1,2,1,8,3,7,5,3,5,7,4,9
671000,7,1,26,2,11,1968,1,1620,1528,6,3,2,1,1,0,1,8,2,4,5,9,1,7,4,9
465000,6,1,39,1,11,1963,1,1197,1062,5,2,1,1,1,1,2,13,3,4,5,2,5,7,4,1
1733800,10,1,11,2,12,1982,1,7985,3174,12,6,4,2,2,1,1,6,3,5,7,11,5,19,4,13
607000,7,1,42,2,11,1963,1,1530,1420,8,3,3,1,1,0,1,6,3,4,5,2,7,7,4,9
474600,6,1,7,1,12,1966,1,4084,1734,7,3,2,0,1,0,1,8,3,5,7,1,5,22,4,3
715000,8,1,36,2,11,1985,1,1845,2230,8,4,1,2,1,1,1,8,2,4,7,9,1,7,4,1
439000,5,1,39,1,11,1963,1,1088,980,6,3,1,0,1,0,1,6,3,4,5,2,5,7,4,9
155000,2,1,52,1,23,1959,2,1325,1152,6,2,2,0,2,0,1,6,2,4,2,2,1,7,1,1
870000,9,1,17,2,12,1964,1,7738,2512,7,4,3,1,1,2,2,13,3,5,7,9,5,7,1,13
393000,5,3,6,2,13,1956,1,1729,1104,6,3,1,1,1,0,1,8,2,4,6,1,1,7,4,1
814999,8,1,23,2,11,1962,2,2688,1617,7,3,2,1,2,1,1,8,3,5,4,12,1,7,4,13
1225000,10,1,9,1,11,1983,1,1400,2929,8,4,5,1,1,1,1,13,3,7,5,12,5,7,12,9
1320000,10,1,24,2,11,1971,1,2880,2160,10,4,4,1,2,1,1,13,3,4,5,12,5,7,4,9
399999,5,1,7,1,24,1963,1,3686,1662,8,3,2,0,1,0,1,8,3,1,7,2,5,2,12,3
490000,6,1,19,1,11,1966,1,1440,2136,7,4,2,1,1,0,1,6,3,4,4,1,5,7,5,1
980000,9,3,39,1,11,1968,1,1885,1668,8,4,2,1,1,1,1,6,3,4,4,9,7,7,1,10
499900,6,1,19,1,11,1968,1,1481,2162,6,3,1,1,1,0,2,6,3,4,5,9,5,7,4,1
438000,5,1,6,2,12,1961,1,3840,1392,6,3,2,2,1,1,1,13,3,4,7,1,1,7,4,13
993000,9,1,11,2,12,1969,1,6518,1981,8,3,2,1,1,2,1,13,3,5,7,12,5,7,4,13
1850000,10,3,9,3,11,1981,1,1900,2738,9,5,4,1,1,1,2,6,3,4,5,9,7,7,12,1
1049000,9,1,11,2,12,1971,1,7320,2271,10,4,2,1,1,2,1,13,3,5,7,12,5,7,4,13
799900,8,3,49,2,12,1968,1,3578,2787,10,6,2,1,1,1,1,8,2,5,7,9,5,20,12,3
326000,4,1,39,1,11,1953,1,1269,992,6,3,1,1,1,0,1,8,2,4,5,2,1,7,4,1
575000,7,1,15,2,11,1963,1,1697,1440,7,3,3,1,1,1,1,6,3,4,5,2,5,7,4,9
504000,6,1,15,2,11,1966,1,1067,1418,6,3,2,0,1,0,1,6,3,4,5,1,5,7,4,9
330000,4,1,15,2,13,1956,1,1375,1384,6,3,2,0,1,0,1,8,2,4,6,1,1,7,12,9
678000,7,3,49,2,11,1968,1,2148,1594,7,3,2,0,1,2,1,13,3,4,5,9,5,7,12,9
158000,2,1,18,1,13,1953,1,3326,1384,8,3,1,0,1,0,1,8,2,4,6,2,1,7,4,1
912000,9,1,11,2,12,1971,1,6375,1816,7,4,2,0,1,1,1,13,3,4,7,12,5,5,4,13
351000,4,1,15,2,11,1956,1,1877,1786,7,3,1,2,1,0,1,8,2,4,5,1,1,7,5,9
525000,6,1,39,1,11,1966,1,1024,1188,7,3,3,0,1,0,1,8,2,4,5,1,5,7,4,9
4350000,10,1,25,2,12,1995,1,5616,4577,13,4,5,2,1,5,1,13,3,7,7,4,7,7,4,9
399000,5,1,28,3,12,1959,1,3932,1890,7,3,2,1,1,1,1,8,2,4,7,9,5,7,4,13
629000,7,1,39,1,11,1979,1,1916,1644,6,4,2,1,1,0,1,6,3,4,5,1,5,7,4,9
180000,2,1,32,1,11,1953,1,1792,832,5,2,1,0,1,0,1,13,3,4,5,2,1,7,4,1
390000,5,2,2,3,11,1971,1,2188,1782,9,3,2,1,1,0,2,6,3,7,5,2,7,7,4,1
732000,8,1,49,2,12,1985,1,5300,2214,7,4,3,1,1,1,2,8,3,4,7,9,5,22,4,3
315000,4,1,33,3,11,2012,1,1501,1632,6,3,2,1,1,0,1,6,3,4,5,1,7,22,1,3
435219,5,1,19,2,11,1966,2,1500,1566,8,5,2,1,2,0,1,6,3,4,5,1,1,7,5,1
255000,3,1,47,1,13,1951,1,1893,1120,5,3,1,1,1,0,1,8,2,4,6,2,1,7,4,9
145000,2,1,18,1,13,1955,1,2383,800,5,2,1,0,1,0,1,6,2,4,6,2,1,7,4,1
910000,9,3,40,2,24,1968,2,1637,2085,8,4,2,1,2,0,2,8,2,4,5,9,5,7,4,9
1215000,10,1,50,2,12,1998,1,7651,3122,8,4,4,1,1,2,2,13,3,4,7,9,1,5,5,3
633000,7,1,39,3,11,1966,1,1560,1490,6,3,2,1,1,0,1,8,3,4,5,1,5,7,4,1
895000,9,1,1,2,12,1971,1,4378,1630,6,3,2,0,1,1,1,13,3,4,7,12,5,7,4,13
455778,6,2,32,1,11,2016,1,1613,1540,7,3,2,1,1,0,2,6,3,4,4,1,7,4,5,3
1045000,9,3,50,2,12,1971,1,5500,1857,6,3,2,2,1,1,1,13,3,5,7,12,1,4,4,13
829000,9,1,37,2,13,1976,1,3614,1848,9,3,2,1,1,1,1,8,3,5,6,1,1,7,4,9
870000,9,1,17,2,12,1979,1,5215,2268,7,5,3,0,2,1,2,13,3,2,7,1,5,7,4,3
575000,7,4,42,2,23,1963,4,2044,2592,12,4,4,0,4,0,1,8,2,4,2,1,1,7,4,1
635000,7,1,39,3,11,1983,1,1219,1200,8,2,2,0,1,1,1,8,3,4,5,1,5,7,4,9
850000,9,1,39,1,11,1962,2,1645,1692,7,5,3,1,2,0,1,8,3,4,5,12,5,5,4,10
216000,3,1,22,3,12,1946,1,4210,1635,7,3,2,0,1,1,1,6,3,4,7,1,1,7,1,3
875000,9,1,39,3,24,2009,2,1536,1280,9,3,3,1,2,1,2,6,3,4,2,9,5,7,4,10
635000,7,1,39,3,11,1966,1,1965,1840,9,3,2,1,1,0,1,6,3,4,5,1,5,7,4,9
429900,5,1,7,1,11,1963,1,2053,1282,6,4,2,0,1,0,1,6,3,4,5,2,7,7,1,9
648000,7,1,15,2,11,1966,1,1510,1328,6,3,2,0,1,1,1,8,3,4,5,1,7,7,4,1
157500,2,1,18,1,11,1953,1,1693,1152,7,3,1,0,1,0,2,13,3,4,5,2,1,7,4,1
1050000,9,1,39,1,11,1968,1,1411,1952,6,4,3,1,1,2,1,8,3,4,4,9,7,7,4,10
525000,6,1,7,1,11,1963,1,800,1248,12,3,3,0,1,0,1,6,3,4,4,2,7,7,4,9
470000,6,4,47,1,13,1970,1,2061,1156,6,3,1,1,1,0,1,13,3,4,6,2,5,7,1,1
956000,9,1,11,2,11,1968,1,2806,1404,7,3,3,1,1,2,1,6,3,4,4,9,5,7,4,9
385000,5,1,39,3,24,1956,2,1439,1240,8,4,1,1,2,0,1,8,2,4,5,1,1,7,4,9
345000,4,1,49,2,11,1981,1,2578,1140,7,3,1,1,1,0,1,8,2,4,5,9,1,7,12,9
665000,7,3,56,1,12,1966,1,5249,2132,7,4,3,0,1,1,1,9,3,4,7,1,5,20,5,3
1150000,10,3,40,2,24,1966,3,1121,3069,8,6,4,1,3,0,1,6,2,7,4,1,5,7,4,1
1440000,10,1,38,2,12,1977,1,8125,3320,10,6,4,1,1,2,1,13,3,7,7,3,1,7,4,13
790000,8,1,11,2,13,1968,1,3410,1891,10,4,3,1,1,1,1,8,3,5,6,9,1,20,4,13
400000,5,1,52,1,23,1953,4,3500,3360,12,4,4,0,4,0,1,6,3,4,2,2,5,7,4,1
1140000,10,1,25,2,11,1974,1,1094,1520,6,3,2,1,1,1,2,13,3,5,4,3,5,20,4,9
365000,4,1,39,3,11,1956,1,1339,1088,6,2,1,1,1,0,1,8,2,4,5,1,1,7,4,9
487500,6,1,39,3,11,1963,1,850,952,5,2,1,0,1,1,1,8,3,4,5,2,5,7,4,9
